Text ID,Text,Sentences,Error Flag,Error Type,Error Sentence ID,Error Sentence,Corrected Sentence,Corrected Text
ms-val-331,"A 23-year-old woman gravida 2, para 1 at 12 weeks' gestation comes to the physician for her initial prenatal visit. She feels well. She was treated for genital herpes one year ago and gonorrhea 3 months ago. Medications include folic acid and a multivitamin. Vital signs are within normal limits. Pelvic examination shows a uterus consistent in size with a 12-week gestation. Urine dipstick is positive for leukocyte esterase and nitrite. Ciprofloxacin is administered after urine culture shows E. coli (> 100,000 colony forming units/mL). ","0 A 23-year-old woman gravida 2, para 1 at 12 weeks' gestation comes to the physician for her initial prenatal visit.
1 She feels well.
2 She was treated for genital herpes one year ago and gonorrhea 3 months ago.
3 Medications include folic acid and a multivitamin.
4 Vital signs are within normal limits.
5 Pelvic examination shows a uterus consistent in size with a 12-week gestation.
6 Urine dipstick is positive for leukocyte esterase and nitrite.
7 Ciprofloxacin is administered after urine culture shows E. coli (> 100,000 colony forming units/mL).",0,NA,-1,NA,NA,NA
ms-val-332,"A 56-year-old woman is brought to the emergency department by her husband because of increasing confusion, generalized fatigue, and irritability for the past week. She has been unable to recall her husband's name or their address. She has had insomnia and daytime sleepiness during this period. Her last bowel movement was 3 days ago. One month ago, she underwent a transjugular intrahepatic portal shunt (TIPS) placement. She has alcoholic liver cirrhosis. Current medications include spironolactone and furosemide. She used to drink over a pint of vodka daily but quit 2 months ago. She is oriented to place and person. Her temperature is 37.3 C (99.1 F), pulse is 88/min, and blood pressure is 102/64 mm Hg. Examination shows scleral icterus and jaundice. There are several telangiectasias over the chest and back. Palmar erythema is present. The abdomen is mildly distended and nontender. Shifting dullness is present. There is a flapping tremor of both hands when outstretched and dorsiflexed. Neurologic examination shows no other focal findings. She completes the number connection test slower than the age-normalized standard. A paracentesis is performed.","0 A 56-year-old woman is brought to the emergency department by her husband because of increasing confusion, generalized fatigue, and irritability for the past week.
1 She has been unable to recall her husband's name or their address.
2 She has had insomnia and daytime sleepiness during this period.
3 Her last bowel movement was 3 days ago.
4 One month ago, she underwent a transjugular intrahepatic portal shunt (TIPS) placement.
5 She has alcoholic liver cirrhosis.
6 Current medications include spironolactone and furosemide.
7 She used to drink over a pint of vodka daily but quit 2 months ago.
8 She is oriented to place and person.
9 Her temperature is 37.3 C (99.1 F), pulse is 88/min, and
10 blood pressure is 102/64 mm
11 Hg.
12 Examination shows scleral icterus and jaundice.
13 There are several telangiectasias over the chest and back.
14 Palmar erythema is present.
15 The abdomen is mildly distended and nontender.
16 Shifting dullness is present.
17 There is a flapping tremor of both hands when outstretched and dorsiflexed.
18 Neurologic examination shows no other focal findings.
19 She completes the number connection test slower than the age-normalized standard.
20 A paracentesis is performed.",1,management,20,A paracentesis is performed.,Lactulose is administered.,"A 56-year-old woman is brought to the emergency department by her husband because of increasing confusion, generalized fatigue, and irritability for the past week. She has been unable to recall her husband's name or their address. She has had insomnia and daytime sleepiness during this period. Her last bowel movement was 3 days ago. One month ago, she underwent a transjugular intrahepatic portal shunt (TIPS) placement. She has alcoholic liver cirrhosis. Current medications include spironolactone and furosemide. She used to drink over a pint of vodka daily but quit 2 months ago. She is oriented to place and person. Her temperature is 37.3 C (99.1 F), pulse is 88/min, and blood pressure is 102/64 mm Hg. Examination shows scleral icterus and jaundice. There are several telangiectasias over the chest and back. Palmar erythema is present. The abdomen is mildly distended and nontender. Shifting dullness is present. There is a flapping tremor of both hands when outstretched and dorsiflexed. Neurologic examination shows no other focal findings. She completes the number connection test slower than the age-normalized standard. Lactulose is administered."
ms-val-333,"A 35-year-old woman comes to the physician because of swelling of her right breast for the past 4 days. She also reports malaise and some pain with breastfeeding. Three weeks ago, she delivered a healthy 3500-g (7.7-lb) girl. She has no history of serious illness. Her mother died of breast cancer at the age of 55 years. Her only medication is a multivitamin. Her temperature is 38 C (100.4 F). Examination shows a tender, firm, swollen, erythematous right breast. Examination of the left breast shows no abnormalities. Trimethoprim-sulfamethoxazole and continued breastfeeding is recommended. ","0 A 35-year-old woman comes to the physician because of swelling of her right breast for the past 4 days.
1 She also reports malaise and some pain with breastfeeding.
2 Three weeks ago, she delivered a healthy 3500-g (7.7-lb) girl.
3 She has no history of serious illness.
4 Her mother died of breast cancer at the age of 55 years.
5 Her only medication is a multivitamin.
6 Her temperature is 38 C (100.4 F).
7 Examination shows a tender, firm, swollen, erythematous right breast.
8 Examination of the left breast shows no abnormalities.
9 Trimethoprim-sulfamethoxazole and continued breastfeeding is recommended.",1,management,9,Trimethoprim-sulfamethoxazole and continued breastfeeding is recommended.,Dicloxacillin and continued breastfeeding is recommended.,"A 35-year-old woman comes to the physician because of swelling of her right breast for the past 4 days. She also reports malaise and some pain with breastfeeding. Three weeks ago, she delivered a healthy 3500-g (7.7-lb) girl. She has no history of serious illness. Her mother died of breast cancer at the age of 55 years. Her only medication is a multivitamin. Her temperature is 38 C (100.4 F). Examination shows a tender, firm, swollen, erythematous right breast. Examination of the left breast shows no abnormalities. Dicloxacillin and continued breastfeeding is recommended. "
ms-val-334,"A 75-year-old woman comes to the physician because of generalized weakness for 6 months. During this period, she has also had a 4-kg (8.8-lb) weight loss and frequent headaches. She has been avoiding eating solids because of severe jaw pain. She has hypertension and osteoporosis. She underwent a total left-sided knee arthroplasty 2 years ago because of osteoarthritis. The patient does not smoke or drink alcohol. Her current medications include enalapril, metoprolol, low-dose aspirin, and a multivitamin. She appears pale. Her temperature is 37.5 C (99.5 F), pulse is 82/min, and blood pressure is 135/80 mm Hg. Physical examination shows no abnormalities. Intravenous methylprednisolone and a temporal artery biopsy is recommended after labs were reviewed. Laboratory studies showed:
Hemoglobin 10 g/dL
Mean corpuscular volume 87 Î¼m3
Leukocyte count 8,500/mm3
Platelet count 450,000/mm3
Erythrocyte sedimentation rate 90 mm/h","0 A 75-year-old woman comes to the physician because of generalized weakness for 6 months.
1 During this period, she has also had a 4-kg (8.8-lb) weight loss and frequent headaches.
2 She has been avoiding eating solids because of severe jaw pain.
3 She has hypertension and osteoporosis.
4 She underwent a total left-sided knee arthroplasty 2 years ago because of osteoarthritis.
5 The patient does not smoke or drink alcohol.
6 Her current medications include enalapril, metoprolol, low-dose aspirin, and a multivitamin.
7 She appears pale.
8 Her temperature is 37.5 C (99.5 F), pulse is 82/min, and blood pressure is
9 135/80 mm
10 Hg.
11 Physical examination shows no abnormalities.
12 Intravenous methylprednisolone and a temporal artery biopsy is recommended after labs were reviewed.
13 Laboratory studies showed:
Hemoglobin 10 g/dL

14 Mean corpuscular volume 87
15 Î¼m3
Leukocyte count
16 8,500/mm3
Platelet count 450,000/mm3
Erythrocyte sedimentation rate
17 90 mm/h",1,management,12,Intravenous methylprednisolone and a temporal artery biopsy is recommended after labs were reviewed.,Oral prednisone and a temporal artery biopsy is recommended after labs were reviewed.,"A 75-year-old woman comes to the physician because of generalized weakness for 6 months. During this period, she has also had a 4-kg (8.8-lb) weight loss and frequent headaches. She has been avoiding eating solids because of severe jaw pain. She has hypertension and osteoporosis. She underwent a total left-sided knee arthroplasty 2 years ago because of osteoarthritis. The patient does not smoke or drink alcohol. Her current medications include enalapril, metoprolol, low-dose aspirin, and a multivitamin. She appears pale. Her temperature is 37.5 C (99.5 F), pulse is 82/min, and blood pressure is 135/80 mm Hg. Physical examination shows no abnormalities. Oral prednisone and a temporal artery biopsy is recommended after labs were reviewed. Laboratory studies showed:
Hemoglobin 10 g/dL
Mean corpuscular volume 87 Î¼m3
Leukocyte count 8,500/mm3
Platelet count 450,000/mm3
Erythrocyte sedimentation rate 90 mm/h"
ms-val-335,"A 75-year-old woman comes to the physician because of generalized weakness for 6 months. During this period, she has also had a 4-kg (8.8-lb) weight loss and frequent headaches. She has been avoiding eating solids because of severe jaw pain. She has hypertension and osteoporosis. She underwent a total left-sided knee arthroplasty 2 years ago because of osteoarthritis. The patient does not smoke or drink alcohol. Her current medications include enalapril, metoprolol, low-dose aspirin, and a multivitamin. She appears pale. Her temperature is 37.5 C (99.5 F), pulse is 82/min, and blood pressure is 135/80 mm Hg. Physical examination shows no abnormalities. Laboratory studies show:
Hemoglobin 10 g/dL
Mean corpuscular volume 87 Î¼m3
Leukocyte count 8,500/mm3
Platelet count 450,000/mm3
Erythrocyte sedimentation rate 90 mm/h
Oral prednisone and a temporal artery biopsy was recommended.","0 A 75-year-old woman comes to the physician because of generalized weakness for 6 months.
1 During this period, she has also had a 4-kg (8.8-lb) weight loss and frequent headaches.
2 She has been avoiding eating solids because of severe jaw pain.
3 She has hypertension and osteoporosis.
4 She underwent a total left-sided knee arthroplasty 2 years ago because of osteoarthritis.
5 The patient does not smoke or drink alcohol.
6 Her current medications include enalapril, metoprolol, low-dose aspirin, and a multivitamin.
7 She appears pale.
8 Her temperature is 37.5 C (99.5 F), pulse is 82/min, and blood pressure is
9 135/80 mm
10 Hg.
11 Physical examination shows no abnormalities.
12 Laboratory studies show:
13 Hemoglobin 10 g
14 /dL
Mean corpuscular volume 87
15 Î¼m3
Leukocyte count
16 8,500/mm3
Platelet count 450,000/mm3
Erythrocyte sedimentation rate 90 mm/h
17 Oral prednisone and a temporal artery biopsy was recommended.",0,NA,-1,NA,NA,NA
ms-val-336,"A 13-year-old boy is brought to the emergency department by his mother because of vomiting and severe testicular pain for 3 hours. The boy has had 4â€“5 episodes of vomiting during this period. He has never had a similar episode in the past and takes no medications. His father died of testicular cancer at the age of 50. His immunizations are up-to-date. He appears anxious and uncomfortable. His temperature is 37 C (98.6 F), pulse is 90/min, respirations are 14/min, and blood pressure is 100/60 mm Hg. Cardiopulmonary examination shows no abnormalities The abdomen is soft and nondistended. The left scrotum is firm, erythematous, and swollen. There is severe tenderness on palpation of the scrotum that persists on elevation of the testes. Stroking the inner side of the left thigh fails to elicit elevation of the scrotum. A doppler ultrasound of the scrotum is ordered.","0 A 13-year-old boy is brought to the emergency department by his mother because of vomiting and severe testicular pain for 3 hours.
1 The boy has had 4â€“5 episodes of vomiting during this period.
2 He has never had a similar episode in the past and takes no medications.
3 His father died of testicular cancer at the age of 50.
4 His immunizations are up-to-date.
5 He appears anxious and uncomfortable.
6 His temperature is 37 C (98.6 F), pulse is 90/min, respirations are 14/min, and blood pressure is 100/60 mm
7 Hg.
8 Cardiopulmonary examination shows no abnormalities The abdomen is soft and nondistended.
9 The left scrotum is firm, erythematous, and swollen.
10 There is severe tenderness on palpation of the scrotum that persists on elevation of the testes.
11 Stroking the inner side of the left thigh fails to elicit elevation of the scrotum.
12 A doppler ultrasound of the scrotum is ordered.",1,management,12,A doppler ultrasound of the scrotum is ordered.,Surgical exploration of the scrotum is scheduled.,"A 13-year-old boy is brought to the emergency department by his mother because of vomiting and severe testicular pain for 3 hours. The boy has had 4â€“5 episodes of vomiting during this period. He has never had a similar episode in the past and takes no medications. His father died of testicular cancer at the age of 50. His immunizations are up-to-date. He appears anxious and uncomfortable. His temperature is 37 C (98.6 F), pulse is 90/min, respirations are 14/min, and blood pressure is 100/60 mm Hg. Cardiopulmonary examination shows no abnormalities The abdomen is soft and nondistended. The left scrotum is firm, erythematous, and swollen. There is severe tenderness on palpation of the scrotum that persists on elevation of the testes. Stroking the inner side of the left thigh fails to elicit elevation of the scrotum. Surgical exploration of the scrotum is scheduled."
ms-val-337,"A 13-year-old boy is brought to the emergency department by his mother because of vomiting and severe testicular pain for 3 hours. The boy has had 4â€“5 episodes of vomiting during this period. He has never had a similar episode in the past and takes no medications. His father died of testicular cancer at the age of 50. His immunizations are up-to-date. He appears anxious and uncomfortable. His temperature is 37 C (98.6 F), pulse is 90/min, respirations are 14/min, and blood pressure is 100/60 mm Hg. Cardiopulmonary examination shows no abnormalities The abdomen is soft and nondistended. The left scrotum is firm, erythematous, and swollen. Surgical exploration of the scrotum is scheduled. There is severe tenderness on palpation of the scrotum that persists on elevation of the testes. Stroking the inner side of the left thigh fails to elicit elevation of the scrotum. ","0 A 13-year-old boy is brought to the emergency department by his mother because of vomiting and severe testicular pain for 3 hours.
1 The boy has had 4â€“5 episodes of vomiting during this period.
2 He has never had a similar episode in the past and takes no medications.
3 His father died of testicular cancer at the age of 50.
4 His immunizations are up-to-date.
5 He appears anxious and uncomfortable.
6 His temperature is 37 C (98.6 F), pulse is 90/min, respirations are 14/min, and blood pressure is 100/60 mm
7 Hg.
8 Cardiopulmonary examination shows no abnormalities The abdomen is soft and nondistended.
9 The left scrotum is firm, erythematous, and swollen.
10 Surgical exploration of the scrotum is scheduled.
11 There is severe tenderness on palpation of the scrotum that persists on elevation of the testes.
12 Stroking the inner side of the left thigh fails to elicit elevation of the scrotum.",0,NA,-1,NA,NA,NA
ms-val-338,"A 48-year-old woman is brought to the emergency department because of a 1-hour history of sudden-onset headache associated with nausea and vomiting. The patient reports she was sitting at her desk when the headache began. The headache is global and radiates to her neck. She has hypertension. She has smoked one pack of cigarettes daily for the last 10 years. She drinks alcohol occasionally. Her father had a stroke at the age 58 years. Current medications include hydrochlorothiazide. She is in severe distress. She is alert and oriented to person, place, and time. Her temperature is 38.2 C (100.8 F), pulse is 89/min, respirations are 19/min, and blood pressure is 150/90 mm Hg. Cardiopulmonary examination shows no abnormalities. Based on exam and CT findings, the patient was scheduled for a burr hole to treat a subdural hemorrhage. Cranial nerves IIâ€“XII were intact. She had no focal motor or sensory deficits. She flexed her hips and knees when her neck was flexed while lying in a supine position. A CT scan of the head is shown. ","0 A 48-year-old woman is brought to the emergency department because of a 1-hour history of sudden-onset headache associated with nausea and vomiting.
1 The patient reports she was sitting at her desk when the headache began.
2 The headache is global and radiates to her neck.
3 She has hypertension.
4 She has smoked one pack of cigarettes daily for the last 10 years.
5 She drinks alcohol occasionally.
6 Her father had a stroke at the age 58 years.
7 Current medications include hydrochlorothiazide.
8 She is in severe distress.
9 She is alert and oriented to person, place, and time.
10 Her temperature is 38.2 C (100.8 F), pulse is 89/min, respirations are 19/min, and blood pressure is 150/90 mm
11 Hg.
12 Cardiopulmonary examination shows no abnormalities.
13 Based on exam and CT findings, the patient was scheduled for a burr hole to treat a subdural hemorrhage.
14 Cranial nerves IIâ€“XII were intact.
15 She had no focal motor or sensory deficits.
16 She flexed her hips and knees when her neck was flexed while lying in a supine position.
17 A CT scan of the head is shown.",1,management,13,"Based on exam and CT findings, the patient was scheduled for a burr hole to treat a subdural hemorrhage.","Based on exam and CT findings, the patient was scheduled for surgical clipping.","A 48-year-old woman is brought to the emergency department because of a 1-hour history of sudden-onset headache associated with nausea and vomiting. The patient reports she was sitting at her desk when the headache began. The headache is global and radiates to her neck. She has hypertension. She has smoked one pack of cigarettes daily for the last 10 years. She drinks alcohol occasionally. Her father had a stroke at the age 58 years. Current medications include hydrochlorothiazide. She is in severe distress. She is alert and oriented to person, place, and time. Her temperature is 38.2 C (100.8 F), pulse is 89/min, respirations are 19/min, and blood pressure is 150/90 mm Hg. Cardiopulmonary examination shows no abnormalities. Based on exam and CT findings, the patient was scheduled for surgical clipping. Cranial nerves IIâ€“XII were intact. She had no focal motor or sensory deficits. She flexed her hips and knees when her neck was flexed while lying in a supine position. A CT scan of the head is shown. "
ms-val-339,"A 48-year-old woman is brought to the emergency department because of a 1-hour history of sudden-onset headache associated with nausea and vomiting. The patient reports she was sitting at her desk when the headache began. The headache is global and radiates to her neck. She has hypertension. She has smoked one pack of cigarettes daily for the last 10 years. She drinks alcohol occasionally. Her father had a stroke at the age 58 years. Current medications include hydrochlorothiazide. She is in severe distress. She is alert and oriented to person, place, and time. Her temperature is 38.2 C (100.8 F), pulse is 89/min, respirations are 19/min, and blood pressure is 150/90 mm Hg. Cardiopulmonary examination shows no abnormalities. Cranial nerves IIâ€“XII are intact. She has no focal motor or sensory deficits. She flexes her hips and knees when her neck is flexed while lying in a supine position. A CT scan of the head is shown. Surgical clipping was performed. ","0 A 48-year-old woman is brought to the emergency department because of a 1-hour history of sudden-onset headache associated with nausea and vomiting.
1 The patient reports she was sitting at her desk when the headache began.
2 The headache is global and radiates to her neck.
3 She has hypertension.
4 She has smoked one pack of cigarettes daily for the last 10 years.
5 She drinks alcohol occasionally.
6 Her father had a stroke at the age 58 years.
7 Current medications include hydrochlorothiazide.
8 She is in severe distress.
9 She is alert and oriented to person, place, and time.
10 Her temperature is 38.2 C (100.8 F), pulse is 89/min, respirations are 19/min, and blood pressure is 150/90 mm
11 Hg.
12 Cardiopulmonary examination shows no abnormalities.
13 Cranial nerves IIâ€“XII are intact.
14 She has no focal motor or sensory deficits.
15 She flexes her hips and knees when her neck is flexed while lying in a supine position.
16 A CT scan of the head is shown.
17 Surgical clipping was performed.",0,NA,-1,NA,NA,NA
ms-val-340,"A 19-year-old woman presents to her university health clinic for a regularly scheduled visit. She has a past medical history of depression, acne, attention-deficit/hyperactivity disorder, and dysmenorrhea. She is currently on paroxetine, dextroamphetamine, and naproxen during her menses. She is using nicotine replacement products to quit smoking. She is concerned about her acne, recent weight gain, and having a depressed mood this past month. She also states that her menses are irregular and painful. She is not sexually active and tries to exercise once a month. Her temperature is 97.6 F (36.4 C), blood pressure is 133/81 mmHg, pulse is 80/min, respirations are 14/min, and oxygen saturation is 98% on room air. Physical exam is notable for a morbidly obese woman with acne on her face. Her pelvic exam is unremarkable. The patient is given a prescription for isotretinoin. Labs were ordered to check the patient's prolactin levels.","0 A 19-year-old woman presents to her university health clinic for a regularly scheduled visit.
1 She has a past medical history of depression, acne, attention-deficit/hyperactivity disorder, and dysmenorrhea.
2 She is currently on paroxetine, dextroamphetamine, and naproxen during her menses.
3 She is using nicotine replacement products to quit smoking.
4 She is concerned about her acne, recent weight gain, and having a depressed mood this past month.
5 She also states that her menses are irregular and painful.
6 She is not sexually active and tries to exercise once a month.
7 Her temperature is 97.6 F (36.4 C), blood pressure is 133/81
8 mmHg, pulse is 80/min, respirations are 14/min, and oxygen saturation is 98% on room air.
9 Physical exam is notable for a morbidly obese woman with acne on her face.
10 Her pelvic exam is unremarkable.
11 The patient is given a prescription for isotretinoin.
12 Labs were ordered to check the patient's prolactin levels.",1,management,12,Labs were ordered to check the patient's prolactin levels.,Labs were ordered to check the patient's hCG levels.,"A 19-year-old woman presents to her university health clinic for a regularly scheduled visit. She has a past medical history of depression, acne, attention-deficit/hyperactivity disorder, and dysmenorrhea. She is currently on paroxetine, dextroamphetamine, and naproxen during her menses. She is using nicotine replacement products to quit smoking. She is concerned about her acne, recent weight gain, and having a depressed mood this past month. She also states that her menses are irregular and painful. She is not sexually active and tries to exercise once a month. Her temperature is 97.6 F (36.4 C), blood pressure is 133/81 mmHg, pulse is 80/min, respirations are 14/min, and oxygen saturation is 98% on room air. Physical exam is notable for a morbidly obese woman with acne on her face. Her pelvic exam is unremarkable. The patient is given a prescription for isotretinoin. Labs were ordered to check the patient's hCG levels."
ms-val-341,"A 19-year-old woman presents to her university health clinic for a regularly scheduled visit. She has a past medical history of depression, acne, attention-deficit/hyperactivity disorder, and dysmenorrhea. She is currently on paroxetine, dextroamphetamine, and naproxen during her menses. She is using nicotine replacement products to quit smoking. She is concerned about her acne, recent weight gain, and having a depressed mood this past month. She also states that her menses are irregular and painful. She is not sexually active and tries to exercise once a month. Her temperature is 97.6 F (36.4 C), blood pressure is 133/81 mmHg, pulse is 80/min, respirations are 14/min, and oxygen saturation is 98% on room air. Physical exam is notable for a morbidly obese woman with acne on her face. Her pelvic exam is unremarkable. Labs were ordered to the patient's check hCG levels. The patient is given a prescription for isotretinoin. ","0 A 19-year-old woman presents to her university health clinic for a regularly scheduled visit.
1 She has a past medical history of depression, acne, attention-deficit/hyperactivity disorder, and dysmenorrhea.
2 She is currently on paroxetine, dextroamphetamine, and naproxen during her menses.
3 She is using nicotine replacement products to quit smoking.
4 She is concerned about her acne, recent weight gain, and having a depressed mood this past month.
5 She also states that her menses are irregular and painful.
6 She is not sexually active and tries to exercise once a month.
7 Her temperature is 97.6 F (36.4 C), blood pressure is 133/81
8 mmHg, pulse is 80/min, respirations are 14/min, and oxygen saturation is 98% on room air.
9 Physical exam is notable for a morbidly obese woman with acne on her face.
10 Her pelvic exam is unremarkable.
11 Labs were ordered to the patient's check hCG levels.
12 The patient is given a prescription for isotretinoin.",0,NA,-1,NA,NA,NA
ms-val-342,A 27-year-old woman comes to the physician for a routine health maintenance examination. She feels well. She had a chlamydia infection at the age of 22 years that was treated. Her only medication is an oral contraceptive. She has smoked one pack of cigarettes daily for 6 years. She has recently been sexually active with 3 male partners and uses condoms inconsistently. Her last Pap test was 4 years ago and results were normal. Physical examination shows no abnormalities. Repeat cytology in 6 months was recommended after a Pap test shows atypical squamous cells of undetermined significance. ,"0 A 27-year-old woman comes to the physician for a routine health maintenance examination.
1 She feels well.
2 She had a chlamydia infection at the age of 22 years that was treated.
3 Her only medication is an oral contraceptive.
4 She has smoked one pack of cigarettes daily for 6 years.
5 She has recently been sexually active with 3 male partners and uses condoms inconsistently.
6 Her last Pap test was 4 years ago and results were normal.
7 Physical examination shows no abnormalities.
8 Repeat cytology in 6 months was recommended after a Pap test shows atypical squamous cells of undetermined significance.",1,management,8,Repeat cytology in 6 months was recommended after a Pap test shows atypical squamous cells of undetermined significance.,HPV testing was recommended after a Pap test shows atypical squamous cells of undetermined significance.,A 27-year-old woman comes to the physician for a routine health maintenance examination. She feels well. She had a chlamydia infection at the age of 22 years that was treated. Her only medication is an oral contraceptive. She has smoked one pack of cigarettes daily for 6 years. She has recently been sexually active with 3 male partners and uses condoms inconsistently. Her last Pap test was 4 years ago and results were normal. Physical examination shows no abnormalities. HPV testing was recommended after a Pap test shows atypical squamous cells of undetermined significance. 
ms-val-343,A 27-year-old woman comes to the physician for a routine health maintenance examination. She feels well. She had a chlamydia infection at the age of 22 years that was treated. Her only medication is an oral contraceptive. She has smoked one pack of cigarettes daily for 6 years. She has recently been sexually active with 3 male partners and uses condoms inconsistently. Her last Pap test was 4 years ago and results were normal. Physical examination shows no abnormalities. A Pap test shows atypical squamous cells of undetermined significance. HPV testing was recommended.,"0 A 27-year-old woman comes to the physician for a routine health maintenance examination.
1 She feels well.
2 She had a chlamydia infection at the age of 22 years that was treated.
3 Her only medication is an oral contraceptive.
4 She has smoked one pack of cigarettes daily for 6 years.
5 She has recently been sexually active with 3 male partners and uses condoms inconsistently.
6 Her last Pap test was 4 years ago and results were normal.
7 Physical examination shows no abnormalities.
8 A Pap test shows atypical squamous cells of undetermined significance.
9 HPV testing was recommended.",0,NA,-1,NA,NA,NA
ms-val-344,"A 33-year-old woman comes to the physician for a follow-up examination. She was treated for a urinary stone 1 year ago with medical expulsive therapy. There is no personal or family history of serious illness. Her only medication is an oral contraceptive pill that she has been taking for 12 years. She appears healthy. Physical examination shows no abnormalities. A complete blood count, serum creatinine, and electrolytes are within the reference range. Urinalysis is within normal limits. An ultrasound of the abdomen shows a well-demarcated hyperechoic 3-cm (1.2-in) hepatic lesion. A contrast-enhanced CT of the abdomen shows a well-demarcated 3-cm hepatic lesion with peripheral enhancement and subsequent centripetal flow followed by rapid clearance of contrast. There is no hypoattenuating central scar. In addition to stopping the oral contraceptive pill, a percutaneous liver biopsy was recommended to further evaluate. ","0 A 33-year-old woman comes to the physician for a follow-up examination.
1 She was treated for a urinary stone 1 year ago with medical expulsive therapy.
2 There is no personal or family history of serious illness.
3 Her only medication is an oral contraceptive pill that she has been taking for 12 years.
4 She appears healthy.
5 Physical examination shows no abnormalities.
6 A complete blood count, serum creatinine, and
7 electrolytes are within the reference range.
8 Urinalysis is within normal limits.
9 An ultrasound of the abdomen shows a well-demarcated hyperechoic 3-cm (1.2-in) hepatic lesion.
10 A contrast-enhanced CT of the abdomen shows a well-demarcated 3-cm hepatic lesion with peripheral enhancement and subsequent centripetal flow followed by rapid clearance of contrast.
11 There is no hypoattenuating central scar.
12 In addition to stopping the oral contraceptive pill, a percutaneous liver biopsy was recommended to further evaluate.",1,management,12,"In addition to stopping the oral contraceptive pill, a percutaneous liver biopsy was recommended to further evaluate.","In addition to stopping the oral contraceptive pill, reimaging in 6 months was recommended.","A 33-year-old woman comes to the physician for a follow-up examination. She was treated for a urinary stone 1 year ago with medical expulsive therapy. There is no personal or family history of serious illness. Her only medication is an oral contraceptive pill that she has been taking for 12 years. She appears healthy. Physical examination shows no abnormalities. A complete blood count, serum creatinine, and electrolytes are within the reference range. Urinalysis is within normal limits. An ultrasound of the abdomen shows a well-demarcated hyperechoic 3-cm (1.2-in) hepatic lesion. A contrast-enhanced CT of the abdomen shows a well-demarcated 3-cm hepatic lesion with peripheral enhancement and subsequent centripetal flow followed by rapid clearance of contrast. There is no hypoattenuating central scar. In addition to stopping the oral contraceptive pill, reimaging in 6 months was recommended."
ms-val-345,"A 33-year-old woman comes to the physician for a follow-up examination. She was treated for a urinary stone 1 year ago with medical expulsive therapy. There is no personal or family history of serious illness. Her only medication is an oral contraceptive pill that she has been taking for 12 years. She appears healthy. Physical examination shows no abnormalities. A complete blood count, serum creatinine, and electrolytes are within the reference range. Urinalysis is within normal limits. After reviewing imaging, reimaging in 6 months was recommended in addition to stopping the oral contraceptive pill. An ultrasound of the abdomen showed a well-demarcated hyperechoic 3-cm (1.2-in) hepatic lesion. A contrast-enhanced CT of the abdomen showed a well-demarcated 3-cm hepatic lesion with peripheral enhancement and subsequent centripetal flow followed by rapid clearance of contrast. There was no hypoattenuating central scar.","0 A 33-year-old woman comes to the physician for a follow-up examination.
1 She was treated for a urinary stone 1 year ago with medical expulsive therapy.
2 There is no personal or family history of serious illness.
3 Her only medication is an oral contraceptive pill that she has been taking for 12 years.
4 She appears healthy.
5 Physical examination shows no abnormalities.
6 A complete blood count, serum creatinine, and
7 electrolytes are within the reference range.
8 Urinalysis is within normal limits.
9 After reviewing imaging, reimaging in 6 months was recommended in addition to stopping the oral contraceptive pill.
10 An ultrasound of the abdomen showed a well-demarcated hyperechoic 3-cm (1.2-in) hepatic lesion.
11 A contrast-enhanced CT of the abdomen showed a well-demarcated 3-cm hepatic lesion with peripheral enhancement and subsequent centripetal flow followed by rapid clearance of contrast.
12 There was no hypoattenuating central scar.",0,NA,-1,NA,NA,NA
ms-val-346,"A 4-year-old girl is brought to the emergency department by her parents because of a painful rash of her hands and lower arms. According to the mother, she developed blisters and redness on her arms 2 days ago. Both parents claim there is no recent history of fever, itching, or trauma. Physical examination shows erythema and multiple fluid-filled bullae on the hands and arms up to the elbows with intermittent stripes of normal skin seen on the palmar aspect of the hand. The lesions are symmetrical in distribution and are sharply delineated. Both parents were asked to leave the examination room to perform a forensic interivew of the child.","0 A 4-year-old girl is brought to the emergency department by her parents because of a painful rash of her hands and lower arms.
1 According to the mother, she developed blisters and redness on her arms 2 days ago.
2 Both parents claim there is no recent history of fever, itching, or trauma.
3 Physical examination shows erythema and multiple fluid-filled bullae on the hands and arms up to the elbows with intermittent stripes of normal skin seen on the palmar aspect of the hand.
4 The lesions are symmetrical in distribution and are sharply delineated.
5 Both parents were asked to leave the examination room to perform a forensic interivew of the child.",1,management,5,Both parents were asked to leave the examination room to perform a forensic interivew of the child.,Child protective services were notified.,"A 4-year-old girl is brought to the emergency department by her parents because of a painful rash of her hands and lower arms. According to the mother, she developed blisters and redness on her arms 2 days ago. Both parents claim there is no recent history of fever, itching, or trauma. Physical examination shows erythema and multiple fluid-filled bullae on the hands and arms up to the elbows with intermittent stripes of normal skin seen on the palmar aspect of the hand. The lesions are symmetrical in distribution and are sharply delineated. Child protective services were notified."
